p+0.04_10.9548_0 dE= 0.01202
actual force   predicted force   difference
2621249369883.29980
4470032159627.46484
2283744206327.31104
2450493175752.67627
4264255648145.84082
2671113754587.35693
2607753618212.46338
4671529621836.45020
3273672188553.18750
3138881864325.92529
5195832428586.10547
3802502167293.06934
3616272721136.58740
5464217671610.51562
4171605919347.28662
3857154805337.36328
5456007894482.73438
4294703220747.35303
3904880888960.28662
5415412239452.99219
4099303452972.40625
3795301991373.36279
5494471644404.05273
3646683878336.22021
3529550660518.38135
5447991046968.10059
3113619902015.66797
3039469154401.10303
5055331677626.87305
2996143106623.56396
3021162747106.32178
4969497639020.46289
2671113754587.35645
2607753618212.46240
4671529621836.44922
2579687624230.29785
2579687624230.29639
4884075333514.35352
3086274360623.35107
2974556173139.18652
5241755530692.66992
3746376583504.31641
3475084489509.79395
5440600572840.63281
4238341218866.75684
3816556602878.77930
5418841119694.49316
4512934709775.94238
3936840788666.98340
5317786679958.00977
4397796163665.09912
3890984643006.83008
5433157694899.46973
3725402405507.13525
3975021885940.05713
5586158490962.84863
3425052304115.01904
3456877521632.32471
5433494686192.19043
3535616652320.78760
3453254358287.81445
5436463292495.94043
3273672188553.18652
3138881864325.92480
5195832428586.10547
3086274360623.35156
2974556173139.18652
5241755530692.66992
3116821228733.45068
3275647909348.87354
5440955365074.49805
3533375720936.51318
3762934702266.16992
5519374168300.11719
4250683162091.91455
3952163543901.27051
5402065144869.30566
4660359163605.96387
4154824350555.35596
5167430966204.70117
5238777448739.15039
4625864947611.02051
4175061745642.67236
4218266569629.89551
4076379358598.70947
5528946417869.00781
3870184037932.54639
3775826898087.22803
5621995489372.46777
4054324439420.30713
3734540102310.29297
5536442209474.23633
3802502167293.06885
3616272721136.58789
5464217671610.51758
3746376583504.31494
3475084489509.79395
5440600572840.63281
3533375720936.51270
3762934702266.16895
5519374168300.11816
3670182530207.86670
4076502038650.03027
5532941749709.00488
4015622482362.31006
4390693722885.96094
5387524995883.31934
4612121153236.81543
4409325670768.31348
5106180345918.47559
4942556273002.41309
4733360917160.98047
4547924708272.17676
5267621917496.96094
4501789268634.71191
4336231570874.95264
4338831204058.16602
3961497272992.97412
5485118612105.37695
4366131466908.13086
3878328386456.80469
5411947167534.90625
4171605919347.28613
3857154805337.36475
5456007894482.73535
4238341218866.75635
3816556602878.78223
5418841119694.49609
4250683162091.91455
3952163543901.27100
5402065144869.30566
4015622482362.31006
4390693722885.96045
5387524995883.31934
4048950361392.17285
4648371470432.39551
5289877403464.54590
4258945430226.08057
4794429713996.06445
5098962510435.63770
4547924708272.17871
4733360917160.97949
4942556273002.41309
4786757037132.64844
5003123319180.95898
4353004260914.97021
4638634674001.62207
4035251759723.65820
5245363932936.14746
4327939482610.03125
3887232304305.38379
5399318979476.43457
4294703220747.35400
3904880888960.28760
5415412239452.99316
4512934709775.94336
3936840788666.98486
5317786679958.01074
4660359163605.96484
4154824350555.35596
5167430966204.70020
4612121153236.81738
4409325670768.31445
5106180345918.47656
4258945430226.08057
4794429713996.06348
5098962510435.63770
4131260982236.12158
4818649248895.55273
5157702779341.50098
4175061745642.67432
4625864947611.02246
5238777448739.15039
4455484352331.08203
4196357194774.91064
5272649701319.50293
4465476083657.54102
3969688555178.36572
5317362223060.90820
4007684589032.57422
3703501823742.76074
5463424588895.81348
4099303452972.40625
3795301991373.36377
5494471644404.05273
4397796163665.09961
3890984643006.83057
5433157694899.47070
5238777448739.15137
4625864947611.02246
4175061745642.67383
4942556273002.41309
4733360917160.98047
4547924708272.17871
4547924708272.18066
4733360917160.98145
4942556273002.41309
4175061745642.67432
4625864947611.02441
5238777448739.15039
3890984643006.83008
4397796163665.09912
5433157694899.46973
3795301991373.36475
4099303452972.40674
5494471644404.05176
4007684589032.57471
3703501823742.76416
5463424588895.81348
3492325073125.38477
3284685444258.53809
5340746116483.24902
3646683878336.22070
3529550660518.38330
5447991046968.10254
3725402405507.13623
3975021885940.05713
5586158490962.84961
4218266569629.89404
4076379358598.70898
5528946417869.00781
5267621917496.96191
4501789268634.71094
4336231570874.95117
4786757037132.64844
5003123319180.95801
4353004260914.96875
4455484352331.08203
4196357194774.91162
5272649701319.50391
3795301991373.36523
4099303452972.40479
5494471644404.05078
3404661508326.53125
3693261449470.35449
5545581236238.89355
3409787996384.09717
3251706779348.61670
5435984508653.10938
2833446669738.34082
2744578535482.45264
4964873007541.08398
3113619902015.66748
3039469154401.10156
5055331677626.87012
3425052304115.01904
3456877521632.32471
5433494686192.19336
3870184037932.54590
3775826898087.22705
5621995489372.46973
4338831204058.16748
3961497272992.97607
5485118612105.37793
4638634674001.62109
4035251759723.65967
5245363932936.14746
4465476083657.54004
3969688555178.36377
5317362223060.90820
4007684589032.57471
3703501823742.76270
5463424588895.81348
3409787996384.09570
3251706779348.61523
5435984508653.10840
2832410922492.53369
5212250138075.95898
2877811909544.94287
3007590405719.04443
3026215666747.98096
5431774554494.89648
3110290511721.76904
3270854389611.25879
5295819693985.76367
3453254358287.81445
3535616652320.78760
5436463292495.93652
3755755588901.11475
3791191394636.55811
5670529914477.23242
4009855612019.85840
4114170645275.45752
5657877805496.14160
4117641035385.00537
4540606979628.41016
5386532167496.59180
4854803154521.22559
5071744583430.81152
4119470008407.61865
4465476083657.54004
3969688555178.36523
5317362223060.90918
3895126897442.38379
3634801465860.71680
5529431399944.11328
3317907326405.12646
3208790594725.92480
5568551651461.30176
3110290511721.77002
3270854389611.25879
5295819693985.76367
2964658910963.88623
5103262339771.97754
3168931457160.77930
3138881864325.92529
3273672188553.18750
5195832428586.10645
3622484597520.15479
3416804218370.72363
5452703994598.54102
3966015690680.31445
3844380916452.50244
5546830026809.34961
4313489814528.77588
4168227891782.76953
5390357801088.36719
4627776845354.89062
4249734798256.62598
5158004413343.30371
4455484352331.08008
4196357194774.90918
5272649701319.50293
4079053498972.11328
3921036177827.86475
5471794413415.25977
3692463406010.64258
3446234663383.99463
5484818838080.77539
3453254358287.81396
3535616652320.78711
5436463292495.94043
3138881864325.92529
3273672188553.18701
5195832428586.10449
2974556173139.18799
3086274360623.35107
5241755530692.67090
3275647909348.87207
3116821228733.45117
5440955365074.49902
3762934702266.16895
3533375720936.51270
5519374168300.11621
4250683162091.91553
3952163543901.27051
5402065144869.30566
4660359163605.96484
4154824350555.35400
5167430966204.70020
