p-0.04_10.8917_0 dE= 0.01140
p+0.04_10.8917_0 dE= 0.01133
p_uns_0.2_1000_110 dE= 63.66369
actual force   predicted force   difference
-0.07075 -0.19950 0.12876
1.57876 0.18923 1.38953
-0.44453 -0.32720 -0.11733
-0.01646 -0.27369 0.25723
1.53524 0.37623 1.15901
-0.50555 -0.13406 -0.37150
-0.33845 -0.05005 -0.28840
0.63464 0.32091 0.31373
0.31370 0.39671 -0.08301
0.84060 0.32410 0.51650
0.09037 -0.48125 0.57162
-0.62823 -0.12930 -0.49894
0.02684 0.02143 0.00540
8.44779 6.57802 1.86977
-0.17142 0.01266 -0.18408
1.02035 0.12083 0.89951
-0.01228 -0.27985 0.26757
-0.56844 -0.43686 -0.13159
-0.57896 -0.34648 -0.23248
2.88744 2.07192 0.81552
-2.11675 -1.29909 -0.81766
-2.80190 -0.50599 -2.29590
2.32500 2.19227 0.13273
0.16906 0.28436 -0.11530
-1.08414 -0.46342 -0.62073
-5.08105 -4.35456 -0.72649
-5.08079 -4.52587 -0.55492
0.19092 0.72166 -0.53074
2.68036 3.24606 -0.56570
-3.93486 -4.43254 0.49767
-1.16645 -0.65701 -0.50943
-0.15144 0.73100 -0.88244
0.06753 -0.19505 0.26259
-1.02645 -0.27116 -0.75530
-0.27421 0.32078 -0.59499
-0.12657 -0.30001 0.17344
0.40813 0.98473 -0.57660
4.17290 3.53247 0.64044
1.00102 0.67608 0.32494
0.08388 0.13202 -0.04814
-1.00720 0.13473 -1.14193
1.08538 0.30301 0.78237
0.73546 0.14844 0.58702
0.63861 0.96445 -0.32584
3.58302 2.29536 1.28766
-0.99849 -1.05278 0.05430
0.75031 1.13769 -0.38738
-0.35069 -0.40788 0.05718
0.22501 -0.23977 0.46478
9.09100 8.87418 0.21683
11.52937 11.28881 0.24055
3.03317 4.26562 -1.23244
-4.20001 -2.89577 -1.30425
4.24378 2.99587 1.24791
1.05958 0.29461 0.76497
1.34167 1.94379 -0.60212
0.48803 -0.17264 0.66068
-0.89849 -0.61264 -0.28585
-0.44590 0.02228 -0.46818
