p-0.04_10.875_0 dE= 0.01136
p+0.04_10.875_0 dE= 0.01132
p_uns_0.2_1000_998 dE= 0.46542
actual force   predicted force   difference
6676801495770.45508
5766868964022.79688
7209532481670.56934
4974375679115.48633
4551779586638.55176
6160044671271.44434
6325995277650.64355
6774217700223.71191
6976923733849.92676
4753513970547.59082
4059571250189.40039
6495613919302.49316
6410616079754.78320
5660216625920.18164
7002729124452.36426
3722960311158.99756
3295581783327.63477
2590697112518.49805
6091007787655.76172
2496896328357.68799
6358614342278.47559
4549746723421.61523
7151313184492.19141
2441649422229.69287
2252181551481.96338
4086519238112.17822
6060248760526.80469
6249944599843.23145
7188649681640.35645
6488714068411.85645
6610307468845.21875
6263437729841.20410
7030142993049.34473
3764596398135.21436
3894582798659.10498
6668607888869.93750
6481447383265.19531
5963684615306.30469
7134903316397.85059
4948591412172.42676
4343250915650.37158
6257326432143.06738
6411206245805.34375
5841243121050.49609
5614311309044.84082
4772652248845.17969
7414093421178.50000
6427108369089.34863
6276051623897.23730
5861743225792.89844
5403388686497.76855
5046271037158.36523
7498566838384.17285
6264809526710.26270
6384197395722.84668
5896985862990.86816
5498733674519.36035
4934789103250.28320
7476284778946.11523
5453537911017.97168
5812134807009.35254
6363154159966.50586
6523270737487.79395
4574934446000.70996
7296638395562.18945
6532857290200.52344
6735905111113.12012
7011840849819.84473
6125554329012.10938
4368499527957.24951
4079635138758.57422
6359735462198.66016
3502989683937.51025
6275111691845.95605
6510400063646.02246
3616950930215.42920
7049441125419.00391
6410623522523.46191
6495609133925.25293
5660217316647.96973
7002731671267.22070
3722955628192.93896
3295578373684.24756
6361014552380.27344
6519509093848.83789
5957610490355.80371
7028890715176.24023
3547237521428.99023
3400535643209.57812
7009220760688.87695
6939524764953.50586
6501222697582.20410
5859485782521.87988
4451092077706.92285
3841295192247.39111
6410385791818.34570
6689599193756.21680
5598751554785.25781
4949580486314.43457
4675438770789.35156
7224254588041.85254
6276052273455.75781
6427111976370.43945
5861739520823.67676
5403388938698.40527
5046270829475.19043
7498566502338.34082
6230979927383.15527
6337949749508.67969
6132278869201.24023
5311305786287.18750
5176256610847.21680
7560742199780.64160
5434948117024.09668
5505265688287.20117
6338894362121.63867
6540098360232.43945
4886348598044.50098
7380060182786.00098
6843656179348.22559
6477406676886.83105
7074446791509.29883
5719342133731.73926
4631409969037.31152
4262653206005.64648
6481893105982.08496
7002714266543.66699
6975545187398.62891
3688804670225.27393
5997167535223.89941
4308780361515.52393
6532857786482.81738
6735908983226.18945
7011837615822.01465
6125558390419.75684
4368494275746.47412
4079633519911.21582
6325995516893.78711
6160048968731.97363
6774220989180.27051
6976924101382.95410
